"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Bahrain","BHR","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","82.0774230957031","","","","","","","","","","96.5787734985352","","","","","","","","","","97.25061","","","","","","","","","95.12418","","","","","","98.85029","99.08393","99.30134","",
"Bahamas, The","BHS","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.7354583740234","","","","","","","","","99.84363","","","","","","","","","","","99.15044","","99.66747","","","","","","",
"Belarus","BLR","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.800537109375","","","","","","","","","","99.8282089233398","","","","","","","","","","99.84739","","","","","","","","","99.87","",
"Belize","BLZ","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.0163192749023","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","75.8401412963867","","","","","","","","","","","","","","","","91.5659790039063","","","","","","","","","96.11462","","","","","","99.14458","98.87941","99.0843","","98.77202","98.82861","","","99.40421","","","","",
"Brazil","BRA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","85.2365493774414","","","","","","","","","","","","","","","","","","","","95.71902","","","","97.90386","","98.36166","98.55943","98.53111","98.69204","98.31874","99.07315","99.02082","99.22972","99.25031","99.3467","99.45533","99.48134","99.43153","",
"Barbados","BRB","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","99.8000030517578","","","","","","","","","","","","","","99.9000015258789","","","","","","","","","","99.9000015258789","","","","","","","","","","99.9","","","","","","","","","","99.9","","","","","",
"Brunei Darussalam","BRN","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","93.2389221191406","","","","","","","","","","98.0837936401367","","","","","","","","","","98.91217","","","","","","","","","","99.54606","","","","","","","99.78966","",
"Bhutan","BTN","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.96426","","","","","","","84.48774","","","","","92.89112","","",
"Botswana","BWA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.2518768310547","","","","","","","","","","","","95.59602","","","","","","","","","","99.13954","99.4","","","","","",
"Central African Republic","CAF","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","20.3383598327637","","","","","","","","","","","","","34.851749420166","","","","","","","","","","","","49.01935","","","","","","","","","","26.97133","","","","","","","","28.70666","",
"Canada","CAN","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","99.432258605957","99.431640625","99.4296493530273","99.4396820068359","99.4359893798828","99.4331588745117","99.4321365356445","99.4243316650391","99.420051574707","99.4190521240234","99.4175796508789","99.4182891845703","99.4166870117188","99.4158706665039","99.415153503418","99.4159317016602","99.4126129150391","99.4157028198242","99.2001724243164","99.1835098266602","99.175407409668","99.1686401367188","99.1524276733398","99.1362915039063","99.1238708496094","99.1132507324219","99.1051177978516","99.104736328125","99.3653717041016","99.38886","99.41246","99.43137","99.45618","99.47842","99.49795","99.5185","","","",
"Switzerland","CHE","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","97.1165313720703","","","","","","","","","","98.7008590698242","","","","","","","","","","99.18334","","","","","","99.19581","98.89002","","99.60537","","99.08694","","99.44056","","99.01156","","",
"China","CHN","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","82.0992202758789","","","","","","","","91.4546966552734","","","","","","","","","","98.50486","","","","","","","","","","99.59304","","","","","","","","99.78338","",
"Cote d'Ivoire","CIV","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.8459396362305","","","","","","","","","","39.8490905761719","","52.12517","","","","","","","","","","","","38.75008","","47.03975","","","","53.0251","",
"Cameroon","CMR","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","59.0631790161133","","","","","","","","","","","","","","","","","","","","","","","","77.96249","","","","","","","77.48205","","","76.42093","","","","","","","","82.41","",
"Congo, Dem. Rep.","COD","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.0907","","","","","","53.25022","","","","","76.6585","","","","79.71484","","","",
"Congo, Rep.","COG","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.94608","","","","","","","78.74231","",
"Colombia","COL","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.2814407348633","","","97.5667419433594","","","","","","","","98.41068","98.37487","98.19491","98.419","98.42687","98.43472","98.5172","98.72434","","","98.97285","98.91534","99.02527","","99.0696","",
"Comoros","COM","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","54.899040222168","","","","","","","","","","","","","","","","","","","","77.55762","","","","","","","","","","","","69.59522","","","","","","78.30236","",
"Cabo Verde","CPV","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.4150924682617","","","","","","","","","","","","","","95.88","","","","","","","","98.39818","","","98.73018","","","","",
"Costa Rica","CRI","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","97.5381317138672","","","","","","","","","","","","","","","","98.03841","","","","","","","","","","","99.25812","","","","","","","99.53","",
"Caribbean small states","CSS","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.9013214111328","94.9318313598633","95.061767578125","95.1760711669922","95.2984390258789","95.4446105957031","95.6924514770508","95.7911987304688","95.9795303344727","96.154426574707","96.3036499023438","96.4258575439453","96.546760559082","96.5162734985352","96.9541320800781","96.9936828613281","97.0169372558594","97.00595","97.05922","96.94817","97.32021","97.38814","97.34916","","","","",
"Cuba","CUB","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.95369","","","","","","","","","","99.8952","","","","","","","",
"Curacao","CUW","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.62333","","","","","","","","","","","","",
"Cyprus","CYP","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6641998291016","","","","","","","","","99.81524","","","","","","","","","","99.83831","","","","","","","","",
"Czech Republic","CZE","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","83.9385299682617","","","","","","","","","","","","","","","","","","","","","95.41705","","","","","96.93073","","","97.88349","98.05375","97.76923","98.25252","98.04481","98.03096","98.86737","","","",
"Algeria","DZA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.2114791870117","","","","","","","","","","","","","","","86.13399","","","","89.13824","","91.73993","","","","","","","","","","97.25216","",
"East Asia & Pacific (excluding high income)","EAP","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","74.4286727905273","74.6461563110352","76.5450973510742","78.4805297851563","80.3919067382813","82.0263671875","83.7785415649414","84.6172485351563","85.7433090209961","86.7583923339844","87.6320190429688","89.2016677856445","91.3949127197266","91.7066802978516","92.0010223388672","92.1000671386719","92.1798400878906","92.21533203125","92.3651809692383","92.5106811523438","92.8111724853516","95.9261322021484","96.0426177978516","96.1871871948242","97.4505996704102","96.3882827758789","96.5432815551758","96.7890014648438","97.9864883422852","98.1006774902344","98.0213088989258","98.3696899414063","98.8032608032227","98.7926025390625","98.79304","98.3602","98.39971","98.45527","98.67041","98.69017","98.7219","98.76669","98.80418","",
"Early-demographic dividend","EAR","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","50.383918762207","50.7323608398438","51.702709197998","52.6820793151855","53.6162605285645","54.4861297607422","55.263240814209","56.2207107543945","57.1059608459473","58.1936302185059","59.1234397888184","60.06494140625","61.5600318908691","60.7814598083496","61.9967803955078","63.4043617248535","64.4997406005859","65.8047103881836","66.662971496582","67.9187164306641","69.2087326049805","70.3007125854492","71.2111434936523","72.8765716552734","74.0602798461914","75.0956192016602","76.0345916748047","77.0912628173828","77.9167022705078","79.1517868041992","79.1759185791016","80.3519897460938","81.3594284057617","83.0294799804688","83.9712295532227","84.53172","85.10977","85.94487","87.03464","87.96882","88.8771","89.57646","90.01086","90.51233","",
"East Asia & Pacific","EAS","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","75.9840698242188","76.1962738037109","77.9280166625977","79.6851196289063","81.4109802246094","82.8896331787109","84.4758682250977","85.232307434082","86.2573394775391","87.1874694824219","87.9855499267578","89.4578094482422","91.4883575439453","91.7802124023438","92.0572967529297","92.1353378295898","92.1988067626953","92.2190017700195","92.3609008789063","92.4997634887695","92.7922210693359","95.6603393554688","95.7764129638672","95.9468002319336","97.2360305786133","96.1674270629883","96.3265228271484","96.5852127075195","97.8097305297852","97.9310684204102","97.874153137207","98.2182312011719","98.6449432373047","98.6393814086914","98.60832","98.17957","98.2247","98.2849","98.5453","98.57037","98.60588","98.6535","98.69411","",
"Europe & Central Asia (excluding high income)","ECA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","96.5852737426758","97.4352416992188","97.4749526977539","97.5356826782227","97.6088027954102","97.6946868896484","97.5136184692383","97.616943359375","97.6832962036133","97.7693176269531","97.8581237792969","97.9448394775391","98.0286331176758","98.1141662597656","98.1896209716797","98.2893829345703","98.3049774169922","98.3007965087891","98.3587875366211","98.4086685180664","98.4352035522461","98.4357681274414","98.5922088623047","98.6139373779297","98.6410980224609","98.6803817749023","99.1167297363281","99.23041","99.3695","99.44637","99.51527","99.55648","99.60065","99.67546","99.69721","99.72935","",
"Europe & Central Asia","ECS","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.6025314331055","98.6359634399414","98.5907974243164","98.6320724487305","98.6720809936523","98.711067199707","98.7518463134766","98.7918930053711","98.8379592895508","98.849250793457","98.8492965698242","98.8808975219727","98.8918304443359","98.9087066650391","98.9201126098633","99.0181121826172","99.0067291259766","99.0608673095703","99.0519714355469","99.3075790405273","99.38559","99.44244","99.48561","99.5223","99.55206","99.57978","99.61476","99.64458","99.65888","",
"Ecuador","ECU","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","92.2789306640625","","","","","","","","95.833251953125","","","","","","","","","","","96.49345","","","","","","98.56422","98.4752","98.88309","98.8541","98.80532","98.89454","98.63248","99.18693","98.91229","99.13692","99.40242","","",
"Egypt, Arab Rep.","EGY","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","38.1226387023926","","","","","","","","","","54.0046615600586","","","","","","","","","","66.9315414428711","","","","","","","","","78.94999","81.75145","","","","84.30693","","86.05159","90.3254","","","","86.81055","","",
"Euro area","EMU","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69.4834","","","","","","82.57652","","","","","","","","","","92.71403","",
"Spain","ESP","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","98.642578125","","","","","","","","","","99.5696792602539","","","","","","","","","","","","","99.53496","99.50209","","99.55811","99.60261","99.55732","99.68636","99.74597","99.70572","99.64289","99.68681","99.69419","99.60606","","99.7439","",
"Estonia","EST","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.9045028686523","","","","","","","","","","","99.81336","","","","","","","","","","","99.95904","","","","","","","","",
"Ethiopia","ETH","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0801696777344","","","","","","","","","","38.5","33.29975","","47.04113","","","","","","","","","","71.97251","","",
"European Union","EUU","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","59.9872589111328","60.9051818847656","61.5205612182617","62.1055297851563","62.6720390319824","62.3169708251953","61.8491516113281","62.0602798461914","63.0135803222656","63.2507591247559","63.7158317565918","64.3147583007813","64.8715591430664","65.3781280517578","66.2233123779297","66.5475692749023","67.3573684692383","67.416259765625","67.8037719726563","67.8194580078125","65.4058609008789","65.5947875976563","65.1431884765625","62.7811012268066","63.3459","65.43118","65.59066","66.06205","66.61273","67.37499","68.10142","69.12517","69.92208","",
"Finland","FIN","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.4070663452148","","","","","","","","","","","","","","","","","","","","","99.81083","","",
"France","FRA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.1140213012695","","","","","","","","","","","","","","","","","","","89.42925","","","","","","91.44938","",
"United Kingdom","GBR","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.86236","","","","","","","","","","","","99.72914","","","99.49365","","",
"Ghana","GHA","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.48871","","","","","","","","","","83.23453","","","","","","","","92.20855","",
"Gibraltar","GIB","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4728002548218","","","","","","","34.06904","","","","","","","21.79673","","","","37.21018","","","","","",
"Gambia, The","GMB","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.39434","","","","","","","","","","","","","56.12098","","64.44683","","","","",
"Guinea-Bissau","GNB","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","17.8034706115723","","","","","","","","","","","","","","","","","","","","","45.90365","","","","","","","","","","","","","","49.75632","","","","","",
"Equatorial Guinea","GNQ","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.62424","","","","","","","","","","98.29817","","","","98.7","","","","","",
"Greece","GRC","Literacy rate, youth female (% of females ages 15-24)","SE.ADT.1524.LT.FE.ZS","","","","","","","","","","","","","","","","","","","","","","98.8844528198242","","","","","","","","","","98.979377746582","","","","","","","","","","98.99116","","","","99.5248","","99.67996","","99.46973","","98.90698","","","","","","","","",
