"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Australia","AUS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Austria","AUT","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Azerbaijan","AZE","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8703384399414","","","","","","","","100","","99.95678","99.96745","99.95603","99.955","99.97687","99.97624","99.96367","99.96238","99.96065","","",
"Burundi","BDI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","40.9319915771484","","","","","","","","","","","59.4978408813477","","","","","","","","","","76.78002","","","","","","","","66.61451","","","","","","85.29008","","","91.03415","","",
"Belgium","BEL","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Benin","BEN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","45.7106399536133","","","","","","","","","","","","","55.1302185058594","","","","","","","","","","59.20508","","","","54.86694","","","","","","63.94092","","","","","","69.76118","",
"Burkina Faso","BFA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","22.3771305084229","","","","","","","","","","","","","","","","26.7887992858887","","","","","25.4782600402832","","","","","","","38.38109","","40.37981","39.82187","46.73374","","","","","","","56.99489","","","","61.79","",
"Bangladesh","BGD","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","44.3621597290039","","","","","","","","","","51.7367286682129","","","","","","","","","","67.16381","","","","","","54.27433","","","","76.4034","76.27631","84.0945","84.62868","86.18795","90.90535","91.54129","91.80372","",
"Bulgaria","BGR","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.30967","","","","","","","","","","98.06693","","","","","","","","",
"Bahrain","BHR","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","89.6903762817383","","","","","","","","","","97.2586669921875","","","","","","","","","","96.82708","","","","","","","","","95.68429","","","","","","99.95573","99.9896","99.97614","",
"Bahamas, The","BHS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bosnia and Herzegovina","BIH","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.2854385375977","","","","","","","","","99.7482","","","","","","","","","","","99.75125","","99.65765","","","","","","",
"Belarus","BLR","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.7319793701172","","","","","","","","","","99.7568664550781","","","","","","","","","","99.80033","","","","","","","","","99.83","",
"Belize","BLZ","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.2616882324219","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bermuda","BMU","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","91.4681396484375","","","","","","","","","","","","","","","","96.3184127807617","","","","","","","","","98.54929","","","","","","99.75361","99.39023","99.69364","","99.24663","99.16245","","","99.39402","","","","",
"Brazil","BRA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","82.5567626953125","","","","","","","","","","","","","","","","","","","","92.65401","","","","95.78389","","96.797","97.05688","97.18046","97.44572","96.71617","97.90999","98.22743","98.25204","98.44697","98.59586","98.77936","98.84128","98.98358","",
"Barbados","BRB","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","99.7203903198242","","","","","","","","","","","","","","99.9199981689453","","","","","","","","","","99.9199981689453","","","","","","","","","","99.92","","","","","","","","","","99.92","","","","","",
"Brunei Darussalam","BRN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","94.0643005371094","","","","","","","","","","98.1069030761719","","","","","","","","","","98.8743","","","","","","","","","","99.19989","","","","","","","99.63516","",
"Bhutan","BTN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.04192","","","","","","","90.39581","","","","","93.27016","","",
"Botswana","BWA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.9000701904297","","","","","","","","","","","","92.08331","","","","","","","","","","95.75475","95.94","","","","","",
"Central African Republic","CAF","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","56.2587585449219","","","","","","","","","","","","","62.561450958252","","","","","","","","","","","","72.59475","","","","","","","","","","48.8571","","","","","","","","47.80493","",
"Canada","CAN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Central Europe and the Baltics","CEB","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","99.5329437255859","99.5280227661133","99.5221862792969","99.5214920043945","99.5149612426758","99.5088424682617","99.5038528442383","99.4947662353516","99.4897308349609","99.4820327758789","99.4748382568359","99.4661102294922","99.4578094482422","99.4502716064453","99.4433212280273","99.4379577636719","99.4297790527344","99.4230575561523","99.2040023803711","99.18115234375","99.1630096435547","99.1458435058594","99.1188278198242","99.0924987792969","99.0705032348633","99.0497512817383","99.0351715087891","99.0523529052734","99.3718719482422","99.38759","99.40326","99.41682","99.43384","99.4499","99.46537","99.48301","","","",
"Switzerland","CHE","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Channel Islands","CHI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","96.1822204589844","","","","","","","","","","98.1564483642578","","","","","","","","","","98.80364","","","","","","99.11452","98.85938","","99.21439","","99.00978","","99.26754","","99.00582","","",
"China","CHN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","95.2085418701172","","","","","","","","96.9769287109375","","","","","","","","","","99.19846","","","","","","","","","","99.68962","","","","","","","","99.78379","",
"Cote d'Ivoire","CIV","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.9322509765625","","","","","","","","","","54.4031295776367","","70.84072","","","","","","","","","","","","58.33263","","59.12435","","","","63.84492","",
"Cameroon","CMR","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","79.5916519165039","","","","","","","","","","","","","","","","","","","","","","","","88.42245","","","","","","","89.41732","","","85.39748","","","","","","","","87.72","",
"Congo, Dem. Rep.","COD","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.98111","","","","","","78.93642","","","","","91.04756","","","","90.96097","","","",
"Congo, Rep.","COG","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.68361","","","","","","","85.34165","",
"Colombia","COL","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.6445693969727","","","96.3851165771484","","","","","","","","97.55252","97.51703","97.53366","97.48288","97.54666","97.44113","97.68272","97.76047","","","98.10671","98.15518","98.31204","","98.63383","",
"Comoros","COM","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","69.3577270507813","","","","","","","","","","","","","","","","","","","","83.95133","","","","","","","","","","","","73.81077","","","","","","78.23941","",
"Cabo Verde","CPV","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9489669799805","","","","","","","","","","","","","","92.44","","","","","","","","97.87189","","","97.58501","","","","",
"Costa Rica","CRI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","96.7545166015625","","","","","","","","","","","","","","","","97.19749","","","","","","","","","","","99.00768","","","","","","","99.34","",
"Caribbean small states","CSS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.9425201416016","89.9925765991211","90.3350219726563","90.6911087036133","91.0629272460938","91.4374618530273","91.9277420043945","92.1244125366211","92.4234924316406","92.6871795654297","92.9173812866211","93.1147994995117","93.3393402099609","93.4431991577148","93.8932495117188","94.0516204833984","94.1969299316406","94.21047","94.35293","94.49147","94.97319","95.13913","95.09543","","","","",
"Cuba","CUB","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.95741","","","","","","","","","","99.85527","","","","","","","",
"Curacao","CUW","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.14231","","","","","","","","","","","","",
"Cyprus","CYP","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.5799102783203","","","","","","","","","99.73631","","","","","","","","","","99.80454","","","","","","","","",
"Czech Republic","CZE","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Germany","DEU","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Djibouti","DJI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Denmark","DNK","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominican Republic","DOM","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","81.2573089599609","","","","","","","","","","","","","","","","","","","","","92.99864","","","","","94.62721","","","95.7753","96.09187","96.32187","96.7627","97.35356","97.22539","98.81259","","","",
"Algeria","DZA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.2300872802734","","","","","","","","","","","","","","","94.05754","","","","94.38148","","95.74706","","","","","","","","","","97.59406","",
"East Asia & Pacific (excluding high income)","EAP","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","92.0307769775391","92.0898895263672","92.6596221923828","93.1726226806641","93.6298522949219","93.9981307983398","94.3398132324219","94.5713577270508","94.8394317626953","95.0691833496094","95.2426986694336","96.1212997436523","96.5593566894531","96.5572204589844","96.5526123046875","96.4281463623047","96.3045501708984","96.1696701049805","96.1228332519531","96.0813827514648","96.1652603149414","97.4898910522461","97.5058517456055","97.5057525634766","98.2676696777344","97.5907211303711","97.648307800293","97.72802734375","98.4691009521484","98.5097198486328","98.4730834960938","98.6565628051758","98.9752807617188","98.9181518554688","98.88818","98.48619","98.50968","98.50504","98.67524","98.75292","98.75886","98.7796","98.79572","",
"Early-demographic dividend","EAR","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","71.0749130249023","71.2423095703125","71.628776550293","71.9680099487305","72.2961730957031","72.4548034667969","72.5680694580078","72.7719573974609","73.0042419433594","73.2538528442383","73.4763717651367","73.7384796142578","74.6804122924805","76.59375","77.2779693603516","77.9721527099609","78.5456085205078","79.4575881958008","80.2763671875","80.8013381958008","81.3642120361328","81.8149566650391","82.2130584716797","84.6259613037109","84.9648666381836","85.2866897583008","85.5323028564453","86.4255523681641","87.2266235351563","87.7333679199219","88.5713500976563","88.9073867797852","88.4774932861328","90.0979995727539","90.4567108154297","90.28014","90.21211","90.65095","91.2353","91.64521","92.02093","92.33365","92.57183","92.77317","",
"East Asia & Pacific","EAS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","92.1753768920898","92.2430725097656","92.7695770263672","93.239990234375","93.6558074951172","93.9937362670898","94.3073425292969","94.5218200683594","94.7699890136719","94.9829025268555","95.1396789550781","95.9869232177734","96.4058685302734","96.4039764404297","96.4014434814453","96.2768402099609","96.1571502685547","96.0267868041992","95.9909820556641","95.9620513916016","96.0553588867188","97.2756805419922","97.290901184082","97.3215026855469","98.1009063720703","97.4044189453125","97.4672393798828","97.5632400512695","98.3331527709961","98.3780975341797","98.3546981811523","98.5302886962891","98.8373336791992","98.7786026000977","98.71929","98.31891","98.34569","98.34423","98.54437","98.62041","98.62918","98.65131","98.66928","",
"Europe & Central Asia (excluding high income)","ECA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","98.8221130371094","99.1008224487305","99.0664978027344","99.0386199951172","99.0129776000977","98.9889831542969","99.1314926147461","99.1121978759766","99.1009216308594","99.0924987792969","99.0865936279297","99.0805892944336","99.0747909545898","99.0770797729492","99.0709075927734","99.1005401611328","99.0395965576172","99.3048629760742","99.3147201538086","99.3184967041016","99.2944030761719","99.2473220825195","99.3349380493164","99.3236694335938","99.362190246582","99.3796920776367","99.5596694946289","99.60484","99.65138","99.6741","99.70003","99.7132","99.72487","99.76229","99.74953","99.75639","",
"Europe & Central Asia","ECS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3038024902344","99.3119735717773","99.1254730224609","99.1311798095703","99.1366806030273","99.1416778564453","99.149658203125","99.1562728881836","99.1627883911133","99.1374588012695","99.2852478027344","99.299186706543","99.3371505737305","99.3337936401367","99.3234024047852","99.3908615112305","99.3553695678711","99.4114379882813","99.3928298950195","99.528938293457","99.55955","99.56525","99.58681","99.61415","99.63494","99.639","99.66805","99.6736","99.68371","",
"Ecuador","ECU","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","94.5548095703125","","","","","","","","96.5757675170898","","","","","","","","","","","96.3794","","","","","","98.22691","98.43287","98.72152","98.46887","98.5865","98.77316","98.57941","99.01074","99.33717","98.9792","99.10982","","",
"Egypt, Arab Rep.","EGY","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","63.0406799316406","","","","","","","","","","71.3806762695313","","","","","","","","","","78.9908676147461","","","","","","","","","90.07912","87.8568","","","","90.55763","","92.35576","93.64928","","","","89.48338","","",
"Euro area","EMU","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.25322","","","","","","91.28661","","","","","","","","","","93.81868","",
"Spain","ESP","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","98.6413269042969","","","","","","","","","","99.5400466918945","","","","","","","","","","","","","99.58037","99.57169","","99.58001","99.52782","99.63875","99.50677","99.65465","99.64105","99.69463","99.75731","99.61875","99.63757","","99.6885","",
"Estonia","EST","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.8340225219727","","","","","","","","","","","99.7291","","","","","","","","","","","99.93924","","","","","","","","",
"Ethiopia","ETH","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.2886695861816","","","","","","","","","","62.2","55.88474","","62.97093","","","","","","","","","","73.52072","","",
"European Union","EUU","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","76.9194793701172","77.6200180053711","77.9054870605469","78.2167892456055","78.5127334594727","78.1883316040039","77.7888412475586","77.8823089599609","78.5822677612305","78.3378372192383","78.4853363037109","78.8315963745117","79.4632568359375","79.3658294677734","79.8144073486328","79.5320434570313","80.2203979492188","79.6797409057617","79.6053771972656","79.3059234619141","78.5276565551758","78.4698028564453","78.2735366821289","76.2105331420898","76.43554","77.01256","77.09575","77.34057","77.37001","77.78803","77.63463","77.90181","77.90601","",
"Finland","FIN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fiji","FJI","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.1148300170898","","","","","","","","","","","","","","","","","","","","","99.67991","","",
"France","FRA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Faroe Islands","FRO","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.4075469970703","","","","","","","","","","","","","","","","","","","87.38959","","","","","","88.14196","",
"United Kingdom","GBR","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Georgia","GEO","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.78848","","","","","","","","","","","","99.67772","","","99.76825","","",
"Ghana","GHA","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75.9459","","","","","","","","","","88.31075","","","","","","","","92.761","",
"Gibraltar","GIB","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44.1200485229492","","","","","","","59.46237","","","","","","","37.56715","","","","56.97051","","","","","",
"Gambia, The","GMB","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","64.34049","","","","","","","","","","","","","65.97576","","70.74348","","","","",
"Guinea-Bissau","GNB","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","59.6943702697754","","","","","","","","","","","","","","","","","","","","","74.80124","","","","","","","","","","","","","","71.25033","","","","","",
"Equatorial Guinea","GNQ","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.6079","","","","","","","","","","97.69076","","","","97.72","","","","","",
"Greece","GRC","Literacy rate, youth male (% of males ages 15-24)","SE.ADT.1524.LT.MA.ZS","","","","","","","","","","","","","","","","","","","","","","99.0480575561523","","","","","","","","","","98.9884262084961","","","","","","","","","","98.89446","","","","99.53356","","99.44521","","99.51223","","98.72913","","","","","","","","",
